parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,84012,84017,84023,84032,84038,84124,84148,84165,85114,85116,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
ssr2gw_exp:hru_84017,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84023,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84032,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84038,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84124,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84148,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_84165,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_85114,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_exp:hru_85116,none,relative,1.0,0.0,3.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,
ssr2gw_rate:hru_84012,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84017,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84023,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84032,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84038,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84124,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84148,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_84165,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_85114,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
ssr2gw_rate:hru_85116,log,factor,0.1,0.01,0.8,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,hru,
tmax_allrain_offset:hru_84012:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84012:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84017:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84023:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84032:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84038:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84124:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84148:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_84165:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85114:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_1,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_10,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_11,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_12,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_2,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_3,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_4,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_5,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_6,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_7,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_8,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allrain_offset:hru_85116:mon_9,none,relative,1.0,0.0,10.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
tmax_allsnow:hru_84012:mon_1,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_10,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_11,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_12,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_2,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_3,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_4,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_5,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_6,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_7,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_8,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84012:mon_9,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_1,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_10,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_11,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_12,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_2,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_3,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_4,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_5,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_6,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_7,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_8,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84017:mon_9,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_1,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_10,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_11,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_12,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_2,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_3,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
tmax_allsnow:hru_84023:mon_4,log,factor,32.0,25.0,40.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru
