parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,5621,5625,5628,5635,5637,5643,5678,5679,5686,5690,5693,5697,5703,5728,7128,7156,7157,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,exp,thresh,frac,rate,allsnow
adjmix_rain:hru_5703:mon_2,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_3,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_4,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_5,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_6,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_7,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_8,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5703:mon_9,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_1,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_10,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_11,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_12,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_2,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_3,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_4,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_5,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_6,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_7,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_8,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_5728:mon_9,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_1,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_10,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_11,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_12,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_2,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_3,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_4,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_5,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_6,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_7,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_8,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7128:mon_9,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_1,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_10,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_11,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_12,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_2,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_3,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_4,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_5,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_6,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_7,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_8,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7156:mon_9,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_1,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_10,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_11,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_12,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_2,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_3,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_4,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_5,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_6,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_7,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_8,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
adjmix_rain:hru_7157:mon_9,log,factor,1.0,0.6,1.4,obs_combo_3,1.0,0.0,1,hru,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,
carea_max:hru_5621,log,factor,0.304801,0.2438408,0.3657612,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5625,log,factor,0.372913,0.2983304,0.4474956,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5628,log,factor,0.2981,0.2384799999999999,0.35772,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5635,log,factor,0.301947,0.2415576,0.3623364,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5637,log,factor,0.285751,0.2286008,0.3429011999999999,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5643,log,factor,0.419332,0.3354656,0.5031984,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5678,log,factor,0.403709,0.3229672,0.4844507999999999,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5679,log,factor,0.475465,0.380372,0.570558,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5686,log,factor,0.43131,0.345048,0.517572,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5690,log,factor,0.624702,0.4997616,0.7496423999999999,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5693,log,factor,0.443386,0.3547088,0.5320632000000001,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5697,log,factor,0.440675,0.3525399999999999,0.52881,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5703,log,factor,0.492815,0.394252,0.591378,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_5728,log,factor,0.482773,0.3862184,0.5793276,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_7128,log,factor,0.514671,0.4117368,0.6176052,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_7156,log,factor,0.373922,0.2991376,0.4487063999999999,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
carea_max:hru_7157,log,factor,0.337974,0.2703792,0.4055688,obs_combo_2,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5621:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5625:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5628:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5635:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5637:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_12,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_2,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_3,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_4,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_5,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_6,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_7,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_8,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5643:mon_9,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5678:mon_1,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5678:mon_10,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_5678:mon_11,log,factor,5.000000000000001,4.5,5.5,obs_combo_7,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
